user_id,original_kyc_records,kyc_conflict_records,max_conflict_count,any_identity_conflict,missing_pan,missing_aadhaar,missing_city,missing_state,missing_income,missing_occupation,missing_dob,has_duplicate_kyc_records,extra_kyc_records
USR10399,3,3,10,1,0,3,0,0,1,0,0,True,2
USR10401,2,2,10,1,0,2,0,0,2,0,0,True,1
USR10408,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10415,1,0,0,0,0,1,0,0,1,0,0,False,0
USR10416,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10423,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10431,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10436,2,2,9,1,0,2,0,0,0,0,0,True,1
USR10442,2,0,0,0,0,0,0,0,0,0,0,True,1
USR10444,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10446,1,1,1,1,1,0,0,0,0,0,0,False,0
USR10447,1,0,0,0,0,0,0,0,0,0,1,False,0
USR10448,3,3,10,1,1,3,0,0,0,0,0,True,2
USR10450,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10458,1,0,0,0,0,1,0,0,0,0,1,False,0
USR10468,2,0,0,0,0,0,0,0,2,0,0,True,1
USR10470,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10475,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10476,1,0,0,0,0,1,0,0,0,0,1,False,0
USR10478,1,0,0,0,0,0,0,0,0,0,1,False,0
USR10487,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10489,3,3,10,1,0,3,0,0,1,0,0,True,2
USR10498,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10499,2,2,8,1,0,2,0,0,1,0,0,True,1
USR10500,3,3,9,1,1,3,0,0,0,0,1,True,2
USR10504,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10505,2,2,10,1,0,2,0,0,0,0,0,True,1
USR10506,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10507,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10508,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10510,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10512,1,0,0,0,0,0,0,0,0,0,1,False,0
USR10515,3,2,8,1,0,2,0,0,2,0,0,True,2
USR10516,2,2,8,1,1,0,0,0,1,0,0,True,1
USR10520,1,0,0,0,0,1,0,0,1,0,0,False,0
USR10523,2,2,10,1,1,2,0,0,1,0,0,True,1
USR10525,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10528,1,0,0,0,0,1,0,0,1,0,0,False,0
USR10529,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10536,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10539,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10542,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10547,1,0,0,0,0,1,0,0,1,0,0,False,0
USR10548,1,0,0,0,0,1,0,0,0,0,1,False,0
USR10549,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10550,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10552,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10554,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10558,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10560,1,0,0,0,1,0,0,0,0,0,1,False,0
USR10561,3,3,10,1,0,3,0,0,1,0,0,True,2
USR10565,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10568,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10574,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10575,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10577,1,0,0,0,0,0,0,0,1,0,1,False,0
USR10578,1,0,0,0,1,0,0,0,0,0,0,False,0
USR10579,1,0,0,0,0,1,0,0,0,0,1,False,0
USR10580,1,0,0,0,0,1,0,0,0,0,1,False,0
USR10583,1,0,0,0,1,0,0,0,0,0,0,False,0
USR10589,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10593,2,2,1,1,0,0,0,0,0,0,0,True,1
USR10598,1,0,0,0,1,1,0,0,0,0,1,False,0
USR10599,1,0,0,0,0,1,0,0,1,0,1,False,0
USR10600,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10601,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10603,2,0,0,0,1,0,0,0,0,0,1,True,1
USR10605,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10610,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10615,1,0,0,0,0,0,0,0,1,0,1,False,0
USR10621,1,0,0,0,0,1,0,0,1,0,0,False,0
USR10622,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10623,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10624,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10628,1,0,0,0,1,0,0,0,0,0,1,False,0
USR10629,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10630,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10633,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10637,1,0,0,0,0,0,0,0,0,0,1,False,0
USR10642,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10644,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10648,2,0,0,0,0,0,0,0,0,0,0,True,1
USR10650,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10651,1,0,0,0,0,0,0,0,0,0,1,False,0
USR10652,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10653,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10657,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10658,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10659,2,2,9,1,1,0,0,0,1,0,1,True,1
USR10663,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10667,2,0,0,0,0,0,0,0,0,0,0,True,1
USR10668,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10674,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10677,2,2,1,1,2,0,0,0,1,0,0,True,1
USR10680,1,0,0,0,1,1,0,0,0,0,0,False,0
USR10690,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10691,1,0,0,0,0,0,0,0,0,0,1,False,0
USR10694,2,2,10,1,0,0,0,0,1,0,0,True,1
USR10695,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10702,1,0,0,0,0,1,0,0,0,0,1,False,0
USR10703,1,0,0,0,0,1,0,0,1,0,0,False,0
USR10704,1,0,0,0,0,0,0,0,1,0,1,False,0
USR10709,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10711,2,2,9,1,0,2,0,0,0,0,0,True,1
USR10712,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10716,1,0,0,0,1,0,0,0,1,0,1,False,0
USR10718,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10726,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10728,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10732,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10733,3,2,9,1,0,1,0,0,0,0,0,True,2
USR10741,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10742,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10746,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10747,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10750,1,0,0,0,1,0,0,0,1,0,0,False,0
USR10758,2,0,0,0,0,1,0,0,1,0,0,True,1
USR10759,2,0,0,0,0,1,0,0,1,0,0,True,1
USR10760,1,0,0,0,0,1,0,0,1,0,0,False,0
USR10765,4,4,10,1,0,4,0,0,2,0,2,True,3
USR10766,2,2,7,1,1,0,0,0,2,0,0,True,1
USR10775,2,0,0,0,0,0,0,0,2,0,0,True,1
USR10780,1,0,0,0,0,0,0,0,0,0,1,False,0
USR10785,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10790,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10799,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10800,2,0,0,0,0,1,0,0,1,0,1,True,1
USR10804,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10807,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10811,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10816,2,0,0,0,0,0,0,0,1,0,0,True,1
USR10818,2,2,9,1,0,2,0,0,0,0,1,True,1
USR10830,1,0,0,0,1,0,0,0,0,0,0,False,0
USR10833,2,2,9,1,0,2,0,0,1,0,1,True,1
USR10836,2,0,0,0,0,2,0,0,0,0,0,True,1
USR10838,1,0,0,0,1,1,0,0,1,0,0,False,0
USR10840,2,0,0,0,1,0,0,0,1,0,1,True,1
USR10841,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10845,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10847,1,0,0,0,0,0,0,0,1,0,1,False,0
USR10848,1,0,0,0,0,0,0,0,0,0,1,False,0
USR10850,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10852,1,0,0,0,0,0,0,0,1,0,1,False,0
USR10855,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10858,1,0,0,0,1,1,0,0,0,0,0,False,0
USR10859,2,2,9,1,0,2,0,0,0,0,0,True,1
USR10860,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10861,1,0,0,0,0,1,0,0,1,0,0,False,0
USR10862,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10868,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10872,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10874,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10878,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10887,1,0,0,0,1,0,0,0,0,0,0,False,0
USR10888,2,2,10,1,0,0,0,0,1,0,0,True,1
USR10891,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10892,1,0,0,0,1,0,0,0,0,0,0,False,0
USR10900,2,2,1,1,0,2,0,0,2,0,2,True,1
USR10904,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10909,2,2,10,1,0,2,0,0,2,0,1,True,1
USR10911,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10912,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10914,1,0,0,0,0,0,0,0,1,0,1,False,0
USR10919,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10921,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10922,1,0,0,0,0,1,0,0,0,0,1,False,0
USR10924,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10926,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10927,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10929,2,2,8,1,0,2,0,0,0,0,1,True,1
USR10934,3,2,1,1,0,0,0,0,0,0,2,True,2
USR10938,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10939,1,1,1,1,0,0,0,0,1,0,1,False,0
USR10941,1,0,0,0,0,0,0,0,1,0,0,False,0
USR10943,3,3,10,1,0,3,0,0,0,0,0,True,2
USR10947,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10954,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10955,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10958,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10959,1,0,0,0,0,1,0,0,1,0,0,False,0
USR10960,1,0,0,0,0,1,0,0,1,0,0,False,0
USR10962,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10965,1,0,0,0,1,0,0,0,1,0,0,False,0
USR10968,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10972,1,0,0,0,0,1,0,0,0,0,0,False,0
USR10976,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10978,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10981,1,0,0,0,0,0,0,0,0,0,0,False,0
USR10982,1,0,0,0,0,0,0,0,1,0,1,False,0
USR10986,1,0,0,0,1,0,0,0,0,0,0,False,0
USR10998,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11002,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11005,3,2,7,1,2,3,0,0,1,0,1,True,2
USR11006,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11007,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11008,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11012,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11013,1,0,0,0,0,0,0,0,1,0,1,False,0
USR11014,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11015,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11016,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11020,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11021,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11025,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11028,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11029,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11031,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11032,2,2,9,1,0,0,0,0,0,0,0,True,1
USR11033,1,0,0,0,0,1,0,0,1,0,0,False,0
USR11034,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11039,1,0,0,0,0,1,0,0,1,0,0,False,0
USR11042,2,0,0,0,0,0,0,0,1,0,0,True,1
USR11043,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11046,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11047,2,2,6,1,2,2,0,0,2,0,0,True,1
USR11050,2,2,9,1,0,2,0,0,0,0,0,True,1
USR11052,2,2,10,1,0,2,0,0,0,0,1,True,1
USR11055,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11064,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11065,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11067,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11070,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11071,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11073,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11075,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11077,1,0,0,0,1,0,0,0,1,0,0,False,0
USR11081,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11083,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11086,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11087,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11088,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11089,1,0,0,0,0,1,0,0,0,0,1,False,0
USR11093,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11096,2,2,9,1,0,0,0,0,1,0,0,True,1
USR11099,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11105,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11111,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11117,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11122,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11129,2,2,10,1,0,2,0,0,0,0,0,True,1
USR11130,2,2,1,1,0,0,0,0,0,0,0,True,1
USR11134,3,3,10,1,2,3,0,0,2,0,0,True,2
USR11143,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11145,1,0,0,0,1,0,0,0,1,0,0,False,0
USR11146,3,2,9,1,0,2,0,0,0,0,1,True,2
USR11160,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11165,1,0,0,0,0,1,0,0,1,0,0,False,0
USR11169,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11172,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11175,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11178,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11184,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11189,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11204,1,0,0,0,1,0,0,0,0,0,0,False,0
USR11212,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11213,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11216,1,0,0,0,0,1,0,0,1,0,0,False,0
USR11223,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11225,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11226,2,2,8,1,0,2,0,0,1,0,0,True,1
USR11227,1,1,1,1,0,0,0,0,1,0,0,False,0
USR11233,1,0,0,0,0,1,0,0,1,0,0,False,0
USR11234,2,2,7,1,0,0,0,0,0,0,0,True,1
USR11235,2,0,0,0,0,2,0,0,1,0,0,True,1
USR11237,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11243,1,0,0,0,0,1,0,0,1,0,0,False,0
USR11245,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11247,1,0,0,0,0,1,0,0,1,0,0,False,0
USR11248,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11254,1,0,0,0,0,1,0,0,1,0,1,False,0
USR11257,1,0,0,0,1,0,0,0,1,0,0,False,0
USR11261,2,2,9,1,0,2,0,0,1,0,0,True,1
USR11263,2,2,9,1,1,2,0,0,1,0,1,True,1
USR11271,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11273,1,0,0,0,1,0,0,0,1,0,0,False,0
USR11285,1,0,0,0,1,0,0,0,0,0,1,False,0
USR11287,2,2,10,1,0,2,0,0,0,0,1,True,1
USR11288,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11294,1,0,0,0,0,1,0,0,1,0,0,False,0
USR11295,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11298,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11299,1,0,0,0,0,0,0,0,1,0,1,False,0
USR11301,3,0,0,0,0,0,0,0,1,0,0,True,2
USR11304,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11306,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11307,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11309,1,0,0,0,1,0,0,0,0,0,0,False,0
USR11310,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11313,2,0,0,0,0,0,0,0,0,0,1,True,1
USR11314,1,0,0,0,0,1,0,0,0,0,1,False,0
USR11316,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11317,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11319,1,0,0,0,0,0,0,0,0,0,1,False,0
USR11321,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11322,1,0,0,0,0,1,0,0,0,0,0,False,0
USR11324,1,0,0,0,0,1,0,0,1,0,0,False,0
USR11325,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11326,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11327,1,0,0,0,1,0,0,0,0,0,0,False,0
USR11328,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11329,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11330,1,0,0,0,0,0,0,0,1,0,0,False,0
USR11331,1,0,0,0,0,0,0,0,1,0,1,False,0
USR11332,1,0,0,0,1,0,0,0,0,0,1,False,0
USR11337,1,0,0,0,0,0,0,0,0,0,0,False,0
USR11339,1,0,0,0,0,0,0,0,0,0,0,False,0
