txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status,timestamp_time_missing,is_reversal,status_raw,utr_missing,mcc_missing,transaction_date,transaction_year,transaction_quarter,transaction_month_number,transaction_month,transaction_year_month,transaction_day,transaction_day_name,transaction_hour,is_weekend,amount_missing,user_id_missing,merchant_id_missing,txn_id_missing,normalized_status,status_group,is_success,is_failed,is_pending,is_initiated,is_unknown_status,is_reversal_flag,user_found_in_kyc,merchant_found_in_master,user_id_unmatched,merchant_id_unmatched,merchant_category_missing_or_unmatched
TXN00004474,2026-01-17 19:39:58,USR15834,MER3895,8892.43,UTR4987418462,5812.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-01-17,2026,Q1,1,January,2026-01,17,Saturday,19,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00013857,2026-01-24 07:35:23,USR33189,MER4645,1816.08,UTR8739611115,5912.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-01-24,2026,Q1,1,January,2026-01,24,Saturday,7,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00012705,2026-01-23 18:56:04,USR48168,MER4207,3530.72,UTR0498515755,5411.0,SUCCESS,False,False,Success,False,False,2026-01-23,2026,Q1,1,January,2026-01,23,Friday,18,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00008884,2026-02-01 23:17:20,USR99474,MER1206,7998.11,UTR6778164754,5411.0,SUCCESS,False,False,Success,False,False,2026-02-01,2026,Q1,2,February,2026-02,1,Sunday,23,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00007528,2026-01-30 18:33:12,USR86253,MER1683,13694.93,UTR6390761420,5411.0,SUCCESS,False,False,S,False,False,2026-01-30,2026,Q1,1,January,2026-01,30,Friday,18,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00011321,2026-02-25 08:44:40,USR85411,MER6621,15076.69,UTR9700714037,7011.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-25,2026,Q1,2,February,2026-02,25,Wednesday,8,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00003742,2026-03-20 05:35:40,USR92327,MER8759,20437.02,UTR3393354693,5812.0,SUCCESS,False,False,SUCCESS,False,False,2026-03-20,2026,Q1,3,March,2026-03,20,Friday,5,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00008492,2026-02-02 18:27:43,USR54536,MER8074,3384.6,UTR3320495895,5812.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-02-02,2026,Q1,2,February,2026-02,2,Monday,18,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00016765,2026-03-26 12:18:46,USR93890,MER5711,20091.0,UTR9203187638,4131.0,FAILED,False,False,TXN_FAILED,False,False,2026-03-26,2026,Q1,3,March,2026-03,26,Thursday,12,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,False,True,True,True
TXN00017694,2026-01-13 15:03:46,USR40732,MER9490,9002.0,UTR2443914333,5411.0,FAILED,False,False,Fail,False,False,2026-01-13,2026,Q1,1,January,2026-01,13,Tuesday,15,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,True,False,False,True,True
TXN00006528,2026-03-28 10:06:31,USR29622,MER4964,20882.75,UTR4641185560,5411.0,FAILED,False,False,TXN_FAILED,False,False,2026-03-28,2026,Q1,3,March,2026-03,28,Saturday,10,True,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,True,True,False,False,False
TXN00013401,2026-03-04 18:19:19,USR31880,MER1798,24701.82,UTR8784371040,5912.0,SUCCESS,False,False,SUCCESS,False,False,2026-03-04,2026,Q1,3,March,2026-03,4,Wednesday,18,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00004494,2026-02-24 12:34:51,USR95466,MER5376,19908.13,UTR0075153514,7011.0,SUCCESS,False,False,Success,False,False,2026-02-24,2026,Q1,2,February,2026-02,24,Tuesday,12,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00011094,2026-03-05 11:29:40,USR75900,MER1058,8314.42,UTR9917244266,4131.0,SUCCESS,False,False,SUCCESS,False,False,2026-03-05,2026,Q1,3,March,2026-03,5,Thursday,11,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00017273,2026-01-14 18:30:01,USR76790,MER6075,13085.0,UTR0709799346,4131.0,FAILED,False,False,FAILED,False,False,2026-01-14,2026,Q1,1,January,2026-01,14,Wednesday,18,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,True,True,False,False,False
TXN00009281,2026-02-21 00:15:01,USR68024,MER5104,10455.06,UTR1967979496,5812.0,SUCCESS,False,False,Success,False,False,2026-02-21,2026,Q1,2,February,2026-02,21,Saturday,0,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00006056,2026-01-18 14:04:37,USR74396,MER3197,12329.64,UTR9066186368,4131.0,SUCCESS,False,False,S,False,False,2026-01-18,2026,Q1,1,January,2026-01,18,Sunday,14,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00010147,2026-01-16 17:24:29,USR91777,MER4915,19600.29,UTR0387036525,4131.0,SUCCESS,False,False,COMPLETED,False,False,2026-01-16,2026,Q1,1,January,2026-01,16,Friday,17,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00008021,2026-02-13 00:38:19,USR87162,MER8216,12452.0,UTR6064791461,5912.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-13,2026,Q1,2,February,2026-02,13,Friday,0,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00015299,2026-03-12 03:39:52,USR81720,MER9260,15641.17,UTR8680623402,5812.0,SUCCESS,False,False,Success,False,False,2026-03-12,2026,Q1,3,March,2026-03,12,Thursday,3,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00012856,2026-03-16 23:45:31,USR76098,MER6109,5205.0,UTR9338335376,5912.0,FAILED,False,False,Fail,False,False,2026-03-16,2026,Q1,3,March,2026-03,16,Monday,23,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,True,True,False,False
TXN00002230,2026-02-27 04:10:10,USR41686,MER3071,7504.98,UTR9557966907,5812.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-02-27,2026,Q1,2,February,2026-02,27,Friday,4,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00008304,2026-03-20 05:00:36,USR95674,MER5401,5379.22,UTR8910180483,7011.0,SUCCESS,False,False,S,False,False,2026-03-20,2026,Q1,3,March,2026-03,20,Friday,5,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00002751,2026-01-08 18:34:26,USR62352,MER6961,9710.26,UTR2411349944,4131.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-08,2026,Q1,1,January,2026-01,8,Thursday,18,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00016154,2026-01-12 06:43:49,USR24396,MER4549,7444.86,UTR9010745901,7011.0,SUCCESS,False,False,S,False,False,2026-01-12,2026,Q1,1,January,2026-01,12,Monday,6,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00002002,2026-02-02 21:46:04,USR30273,MER3715,6182.0,UTR4088897098,5411.0,SUCCESS,False,False,S,False,False,2026-02-02,2026,Q1,2,February,2026-02,2,Monday,21,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00017871,2026-03-23 02:31:39,USR84134,MER7932,1129.96,UTR2897803833,5411.0,FAILED,False,False,Fail,False,False,2026-03-23,2026,Q1,3,March,2026-03,23,Monday,2,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,False,True,True,True
TXN00009906,2026-02-19 18:35:29,USR91737,MER9669,9793.08,UTR7243374821,7011.0,SUCCESS,False,False,Success,False,False,2026-02-19,2026,Q1,2,February,2026-02,19,Thursday,18,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00012105,2026-02-11 21:01:18,USR62385,MER7681,7551.46,UTR8310520572,4131.0,SUCCESS,False,False,SUCCESS,False,False,2026-02-11,2026,Q1,2,February,2026-02,11,Wednesday,21,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00003363,2026-03-30 03:38:47,USR87291,MER4490,17312.05,UTR6688677473,5912.0,SUCCESS,False,False,Success,False,False,2026-03-30,2026,Q1,3,March,2026-03,30,Monday,3,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00004301,2026-03-15 01:52:40,USR98963,MER8511,2024.58,UTR0403071756,4131.0,PENDING,False,False,Pending,False,False,2026-03-15,2026,Q1,3,March,2026-03,15,Sunday,1,True,False,False,False,False,PENDING,Pending,False,False,True,False,False,False,True,False,False,True,True
TXN00012813,2026-01-09 06:36:33,USR20191,MER8936,7452.0,UTR9559448527,5411.0,SUCCESS,False,False,COMPLETED,False,False,2026-01-09,2026,Q1,1,January,2026-01,9,Friday,6,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00009678,2026-03-06 07:59:54,USR64256,MER3235,1728.09,,7011.0,SUCCESS,False,False,TXN_SUCCESS,True,False,2026-03-06,2026,Q1,3,March,2026-03,6,Friday,7,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00017971,2026-03-01 10:55:10,USR62625,MER9776,1198.21,UTR7890902701,5812.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-03-01,2026,Q1,3,March,2026-03,1,Sunday,10,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00016152,2026-01-21 09:16:16,USR20475,MER5563,13950.77,UTR8762321453,5411.0,SUCCESS,False,False,Success,False,False,2026-01-21,2026,Q1,1,January,2026-01,21,Wednesday,9,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00011334,2026-03-29 13:01:14,USR32767,MER8033,18247.02,UTR4892994283,5812.0,SUCCESS,False,False,S,False,False,2026-03-29,2026,Q1,3,March,2026-03,29,Sunday,13,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00012493,2026-03-20 10:23:23,USR18021,MER3684,8404.49,UTR0110455957,5812.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-03-20,2026,Q1,3,March,2026-03,20,Friday,10,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00002376,2026-02-02 00:00:00,USR38437,MER4578,6891.78,UTR5079845432,5411.0,SUCCESS,True,False,SUCCESS,False,False,2026-02-02,2026,Q1,2,February,2026-02,2,Monday,0,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00016897,2026-02-01 02:05:20,USR67814,MER5171,1728.83,UTR9272463214,4131.0,SUCCESS,False,False,SUCCESS,False,False,2026-02-01,2026,Q1,2,February,2026-02,1,Sunday,2,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00003924,2026-02-09 22:29:17,USR42819,MER7536,6655.55,UTR9885770586,4131.0,FAILED,False,False,Declined,False,False,2026-02-09,2026,Q1,2,February,2026-02,9,Monday,22,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,True,True,False,False
TXN00012810,2026-01-28 00:00:00,USR16089,MER3478,14920.61,UTR2659964448,5912.0,SUCCESS,True,False,S,False,False,2026-01-28,2026,Q1,1,January,2026-01,28,Wednesday,0,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00014604,2026-02-07 00:55:35,USR90912,MER3992,6800.75,UTR3515806131,4131.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-07,2026,Q1,2,February,2026-02,7,Saturday,0,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00008536,2026-01-30 07:20:31,USR90160,MER8495,8104.15,,5912.0,SUCCESS,False,False,Success,True,False,2026-01-30,2026,Q1,1,January,2026-01,30,Friday,7,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00014556,2026-01-15 17:25:05,USR81688,MER2222,10183.23,UTR4323114461,5912.0,SUCCESS,False,False,COMPLETED,False,False,2026-01-15,2026,Q1,1,January,2026-01,15,Thursday,17,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00004965,2026-01-17 05:03:06,USR65014,MER3468,12070.2,UTR0153287222,4131.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-17,2026,Q1,1,January,2026-01,17,Saturday,5,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00012380,2026-03-29 17:51:12,USR11339,MER9899,22522.69,UTR5306302554,4131.0,SUCCESS,False,False,SUCCESS,False,False,2026-03-29,2026,Q1,3,March,2026-03,29,Sunday,17,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00016736,2026-02-13 10:42:16,USR86671,MER1318,22925.42,UTR8483573352,5411.0,SUCCESS,False,False,SUCCESS,False,False,2026-02-13,2026,Q1,2,February,2026-02,13,Friday,10,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00006289,2026-02-18 07:48:57,USR35502,MER6411,24165.1,UTR8869496578,4131.0,SUCCESS,False,False,S,False,False,2026-02-18,2026,Q1,2,February,2026-02,18,Wednesday,7,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00013908,2026-02-19 08:21:13,USR13844,MER6787,915.95,UTR5021961853,5411.0,SUCCESS,False,False,S,False,False,2026-02-19,2026,Q1,2,February,2026-02,19,Thursday,8,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00005968,2026-02-20 00:00:00,USR20374,MER9694,2195.0,UTR0092134543,5411.0,SUCCESS,True,False,TXN_SUCCESS,False,False,2026-02-20,2026,Q1,2,February,2026-02,20,Friday,0,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00010276,2026-01-14 14:05:26,USR50541,MER2324,12011.12,UTR4772427896,5812.0,PENDING,False,False,Pending,False,False,2026-01-14,2026,Q1,1,January,2026-01,14,Wednesday,14,False,False,False,False,False,PENDING,Pending,False,False,True,False,False,False,False,False,True,True,True
TXN00006474,2026-01-16 05:40:02,USR15164,MER2258,24223.92,UTR6806916882,5411.0,FAILED,False,False,Declined,False,False,2026-01-16,2026,Q1,1,January,2026-01,16,Friday,5,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,True,True,False,False,False
TXN00010498,2026-02-02 10:57:46,USR80912,MER8382,14757.01,UTR4263242407,4131.0,SUCCESS,False,False,SUCCESS,False,False,2026-02-02,2026,Q1,2,February,2026-02,2,Monday,10,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00014376,2026-03-07 04:27:25,USR70302,MER5376,20627.72,UTR2595478610,5411.0,SUCCESS,False,False,COMPLETED,False,False,2026-03-07,2026,Q1,3,March,2026-03,7,Saturday,4,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00000489,2026-01-16 07:34:36,USR16400,MER8181,23760.78,UTR6606633603,7011.0,SUCCESS,False,False,Success,False,False,2026-01-16,2026,Q1,1,January,2026-01,16,Friday,7,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00015714,2026-01-13 22:39:19,USR28439,MER5333,21372.31,UTR6760441626,5812.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-01-13,2026,Q1,1,January,2026-01,13,Tuesday,22,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00014711,2026-02-06 08:05:02,USR90525,MER9888,10222.36,UTR4063458835,5411.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-06,2026,Q1,2,February,2026-02,6,Friday,8,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00018474,2026-02-04 14:40:14,USR50590,MER6271,10839.22,UTR4596136519,5411.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-04,2026,Q1,2,February,2026-02,4,Wednesday,14,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00000224,2026-03-01 03:00:12,USR15259,MER1799,9199.22,UTR2738330060,5411.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-03-01,2026,Q1,3,March,2026-03,1,Sunday,3,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00005633,2026-01-29 07:58:11,USR69720,MER9129,4672.89,UTR4546388237,7011.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-29,2026,Q1,1,January,2026-01,29,Thursday,7,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00004328,2026-02-03 11:49:56,USR19395,MER4330,24563.21,UTR7701194945,,SUCCESS,False,False,Success,False,True,2026-02-03,2026,Q1,2,February,2026-02,3,Tuesday,11,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00009685,2026-02-17 05:55:50,USR48293,MER3778,13853.0,UTR0416062097,7011.0,SUCCESS,False,False,S,False,False,2026-02-17,2026,Q1,2,February,2026-02,17,Tuesday,5,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00002724,2026-03-14 04:01:56,USR74105,MER2807,11455.31,UTR9017145438,5411.0,SUCCESS,False,False,Success,False,False,2026-03-14,2026,Q1,3,March,2026-03,14,Saturday,4,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00012687,2026-01-21 02:49:51,USR17936,MER4330,15994.0,UTR9292098304,,SUCCESS,False,False,COMPLETED,False,True,2026-01-21,2026,Q1,1,January,2026-01,21,Wednesday,2,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00013883,2026-01-31 20:52:51,USR66862,MER5569,16368.07,UTR2460914781,5912.0,SUCCESS,False,False,Success,False,False,2026-01-31,2026,Q1,1,January,2026-01,31,Saturday,20,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00010284,2026-02-07 17:53:38,USR84713,MER8033,20724.96,UTR9679708700,5912.0,SUCCESS,False,False,Success,False,False,2026-02-07,2026,Q1,2,February,2026-02,7,Saturday,17,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00016950,2026-02-03 21:52:21,USR92059,MER5284,8732.0,UTR9637214589,5912.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-03,2026,Q1,2,February,2026-02,3,Tuesday,21,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00001288,2026-03-31 16:52:07,USR62469,MER4709,8772.17,UTR4380253542,5812.0,SUCCESS,False,False,COMPLETED,False,False,2026-03-31,2026,Q1,3,March,2026-03,31,Tuesday,16,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00018168,2026-02-26 18:15:26,USR18484,MER7007,14231.14,UTR0728524782,5411.0,SUCCESS,False,False,S,False,False,2026-02-26,2026,Q1,2,February,2026-02,26,Thursday,18,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00019686,2026-02-09 03:30:45,USR18812,MER4407,12580.71,UTR6640964146,5812.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-09,2026,Q1,2,February,2026-02,9,Monday,3,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00003100,2026-03-16 03:54:54,USR57308,MER7112,10845.23,UTR1936400434,5411.0,SUCCESS,False,False,S,False,False,2026-03-16,2026,Q1,3,March,2026-03,16,Monday,3,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00004458,2026-01-14 17:23:21,USR45841,MER8118,3508.28,UTR4012895022,,SUCCESS,False,False,TXN_SUCCESS,False,True,2026-01-14,2026,Q1,1,January,2026-01,14,Wednesday,17,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00005596,2026-02-09 17:41:28,USR14781,MER9010,11951.91,UTR7767785322,7011.0,SUCCESS,False,False,Success,False,False,2026-02-09,2026,Q1,2,February,2026-02,9,Monday,17,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00013560,2026-02-10 18:48:56,USR52838,MER2487,12874.04,UTR2505214559,7011.0,SUCCESS,False,False,SUCCESS,False,False,2026-02-10,2026,Q1,2,February,2026-02,10,Tuesday,18,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
